"","Address","Restaurant","Food","Price","Cuisine","Latitude","Longitude"
"1","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Stuffed Shrimp","








14.95


","Seafood, American",40.7513773,-73.9924884
"2","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Crab Cakes","








12.95


","Seafood, American",40.7513773,-73.9924884
"3","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Scottish Smoked Salmon","








10.95


","Seafood, American",40.7513773,-73.9924884
"4","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Lobster Ravioli","








9.95


","Seafood, American",40.7513773,-73.9924884
"5","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Sautéed P.E.I. Mussels","








9.95


","Seafood, American",40.7513773,-73.9924884
"6","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","1/2 Rack BBQ Baby Back Ribs","








12.95


","Seafood, American",40.7513773,-73.9924884
"7","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Fried Calamari","








8.95


","Seafood, American",40.7513773,-73.9924884
"8","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Jumbo Shrimp Cocktail","








11.95


","Seafood, American",40.7513773,-73.9924884
"9","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Chicken Wings","








8.95


","Seafood, American",40.7513773,-73.9924884
"10","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Root Beer Battered Chicken Tenders","








7.95


","Seafood, American",40.7513773,-73.9924884
"11","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Tracks Nachos","








8.95


","Seafood, American",40.7513773,-73.9924884
"12","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Baked Clams","








9.95


","Seafood, American",40.7513773,-73.9924884
"13","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Chicken Quesadilla","








10.95


","Seafood, American",40.7513773,-73.9924884
"14","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Black Bean Chili With Beef","








6.50


","Seafood, American",40.7513773,-73.9924884
"15","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","New England Clam Chowder","








5.95


","Seafood, American",40.7513773,-73.9924884
"16","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","New England Clam Chowder","








0.95


","Seafood, American",40.7513773,-73.9924884
"17","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Grilled Yellowfin Tuna","








14.95


","Seafood, American",40.7513773,-73.9924884
"18","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Grilled Scallops And Spinach","








13.95


","Seafood, American",40.7513773,-73.9924884
"19","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Poached And Chilled Salmon","








11.95


","Seafood, American",40.7513773,-73.9924884
"20","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Fresh Mozzarella And Tomato","








8.95


","Seafood, American",40.7513773,-73.9924884
"21","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Grilled Shrimp & Avocado","








13.95


","Seafood, American",40.7513773,-73.9924884
"22","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","House Salad","










3.50+


","Seafood, American",40.7513773,-73.9924884
"23","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Caesar Salad","








8.95


","Seafood, American",40.7513773,-73.9924884
"24","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Caesar Salad","








2.95


","Seafood, American",40.7513773,-73.9924884
"25","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Caesar Salad","








4.95


","Seafood, American",40.7513773,-73.9924884
"26","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Caesar Salad","








4.95


","Seafood, American",40.7513773,-73.9924884
"27","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","8 Oz. Hamburger","








9.95


","Seafood, American",40.7513773,-73.9924884
"28","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Portobello "" Burger""","








7.95


","Seafood, American",40.7513773,-73.9924884
"29","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Char-Grilled Chicken Sandwich","








9.95


","Seafood, American",40.7513773,-73.9924884
"30","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Char-Grilled Chicken Sandwich","








10.95


","Seafood, American",40.7513773,-73.9924884
"31","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","6 Oz. Turkey Burger","








9.95


","Seafood, American",40.7513773,-73.9924884
"32","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Crab Cake Burger","








14.95


","Seafood, American",40.7513773,-73.9924884
"33","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Beer Battered Cod Sandwich","








10.95


","Seafood, American",40.7513773,-73.9924884
"34","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Buffalo Burger","








10.95


","Seafood, American",40.7513773,-73.9924884
"35","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Char-Grilled Steak Sandwich","








11.95


","Seafood, American",40.7513773,-73.9924884
"36","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Fish And Chips","








16.95


","Seafood, American",40.7513773,-73.9924884
"37","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Lobster Ravioli","








15.95


","Seafood, American",40.7513773,-73.9924884
"38","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Shepherd's Pie","








15.95


","Seafood, American",40.7513773,-73.9924884
"39","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Linguini With Clams","








15.95


","Seafood, American",40.7513773,-73.9924884
"40","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","14 Oz. Grilled NY Strip Steak","








21.95


","Seafood, American",40.7513773,-73.9924884
"41","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","North Atlantic Salmon","








17.95


","Seafood, American",40.7513773,-73.9924884
"42","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Grilled Half Chicken","








15.95


","Seafood, American",40.7513773,-73.9924884
"43","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","BBQ Baby Back Ribs","








21.95


","Seafood, American",40.7513773,-73.9924884
"44","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Braised 14 Oz. Pork Chop","








16.95


","Seafood, American",40.7513773,-73.9924884
"45","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Beer Battered Onion Rings","








3.50


","Seafood, American",40.7513773,-73.9924884
"46","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Rice Pilaf","








2.50


","Seafood, American",40.7513773,-73.9924884
"47","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Vegetable Of The Day","








2.95


","Seafood, American",40.7513773,-73.9924884
"48","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Roasted Red Bliss Potatoes","








2.50


","Seafood, American",40.7513773,-73.9924884
"49","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Real Mashed Potatoes","








2.50


","Seafood, American",40.7513773,-73.9924884
"50","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Seasoned Cross Tracks Fries","








2.50


","Seafood, American",40.7513773,-73.9924884
"51","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Sweet Potato Fries","








2.50


","Seafood, American",40.7513773,-73.9924884
"52","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Hand Cut Cole Slaw","








2.50


","Seafood, American",40.7513773,-73.9924884
"53","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Blue Point","








1.95


","Seafood, American",40.7513773,-73.9924884
"54","1 Pennsylvania Plz New York, NY, 10119","Tracks Raw Bar & Grill","Caraquet","








2.25


","Seafood, American",40.7513773,-73.9924884
